Complaint_ID,Date_Reported,Customer_ID,Region,Complaint_Type,Service_Type,Description,Priority,Status,Resolution_Date,Resolution_Time_Days,Customer_Satisfaction
COMP-00523,2025-03-26,CUST-5314,North,SMS Failure,Fixed Line,Customer reported no signal issue,High,Closed,2025-04-01,6.0,3.0
COMP-00524,2025-02-13,CUST-9951,Central,Poor Voice Quality,Fixed Line,Customer reported slow internet issue,Low,Closed,2025-02-19,6.0,1.0
COMP-00525,2025-03-26,CUST-6597,North,Service Outage,Fixed Line,Customer reported call drop issue,Low,Open,,,
COMP-00526,2025-03-11,CUST-8006,Central,SMS Failure,TV,Customer reported billing issue issue,Low,Closed,2025-03-19,8.0,3.0
COMP-00527,2025-02-19,CUST-5037,Central,No Signal,Fixed Line,Customer reported call drop issue,Low,Closed,2025-03-03,12.0,3.0
COMP-00528,2025-03-25,CUST-1804,West,No Signal,Broadband,Customer reported sms failure issue,Low,Closed,2025-03-29,4.0,2.0
COMP-00529,2025-02-23,CUST-8211,North,SMS Failure,Broadband,Customer reported billing issue issue,Low,Closed,2025-03-09,14.0,3.0
COMP-00530,2025-01-04,CUST-8259,North,Poor Voice Quality,Mobile,Customer reported call drop issue,Critical,Closed,2025-01-11,7.0,4.0
COMP-00531,2025-01-01,CUST-7854,West,SMS Failure,TV,Customer reported sms failure issue,Critical,Closed,2025-01-07,6.0,3.0
COMP-00532,2025-01-15,CUST-7446,Central,Slow Internet,Fixed Line,Customer reported no signal issue,Critical,Closed,2025-01-16,1.0,5.0
COMP-00533,2025-02-18,CUST-7155,North,SMS Failure,Mobile,Customer reported billing issue issue,High,Closed,2025-02-20,2.0,2.0
COMP-00534,2025-03-23,CUST-1887,South,Call Drop,TV,Customer reported call drop issue,High,Closed,2025-04-02,10.0,2.0
COMP-00535,2025-01-16,CUST-3943,West,Poor Voice Quality,Fixed Line,Customer reported call drop issue,Low,Closed,2025-01-30,14.0,3.0
COMP-00536,2025-02-20,CUST-4752,Central,Call Drop,Broadband,Customer reported slow internet issue,High,Closed,2025-03-05,13.0,2.0
COMP-00537,2025-01-17,CUST-4956,Central,No Signal,Mobile,Customer reported service outage issue,Low,Closed,2025-01-22,5.0,3.0
COMP-00538,2025-02-23,CUST-3480,North,Poor Voice Quality,Mobile,Customer reported sms failure issue,High,Closed,2025-03-07,12.0,3.0
COMP-00539,2025-03-17,CUST-4747,North,Service Outage,Fixed Line,Customer reported call drop issue,Low,Closed,2025-03-24,7.0,4.0
COMP-00540,2025-03-20,CUST-5190,North,Slow Internet,Mobile,Customer reported billing issue issue,Critical,Closed,2025-03-24,4.0,1.0
COMP-00541,2025-01-30,CUST-4693,Central,Call Drop,Fixed Line,Customer reported no signal issue,Medium,Resolved,,,
COMP-00542,2025-02-17,CUST-4039,East,No Signal,Broadband,Customer reported poor voice quality issue,Low,In Progress,,,
COMP-00543,2025-03-15,CUST-2925,West,Call Drop,TV,Customer reported poor voice quality issue,Critical,Closed,2025-03-23,8.0,5.0
COMP-00544,2025-03-12,CUST-3555,West,SMS Failure,Fixed Line,Customer reported billing issue issue,Medium,Closed,2025-03-26,14.0,2.0
COMP-00545,2025-03-05,CUST-1056,North,No Signal,Fixed Line,Customer reported sms failure issue,High,Resolved,,,
COMP-00546,2025-02-08,CUST-4803,Central,Call Drop,Broadband,Customer reported billing issue issue,Critical,Closed,2025-02-22,14.0,5.0
COMP-00547,2025-02-14,CUST-4863,North,No Signal,Mobile,Customer reported slow internet issue,Medium,Resolved,,,
COMP-00548,2025-03-19,CUST-6977,West,Slow Internet,Mobile,Customer reported call drop issue,Low,Closed,2025-04-01,13.0,3.0
COMP-00549,2025-01-14,CUST-6485,Central,Call Drop,TV,Customer reported sms failure issue,Low,Open,,,
COMP-00550,2025-03-05,CUST-5032,East,Slow Internet,TV,Customer reported slow internet issue,Medium,Closed,,,1.0
COMP-00551,2025-01-04,CUST-3019,Central,Call Drop,Broadband,Customer reported slow internet issue,High,Open,,,
COMP-00552,2025-02-02,CUST-9993,Central,No Signal,Broadband,Customer reported poor voice quality issue,Critical,Closed,2025-02-07,5.0,3.0
COMP-00553,2025-02-19,CUST-8135,East,SMS Failure,Broadband,Customer reported sms failure issue,High,Closed,2025-02-21,2.0,5.0
COMP-00554,2025-03-19,CUST-8898,Central,No Signal,TV,Customer reported billing issue issue,High,Resolved,,,
COMP-00555,2025-03-13,CUST-8705,North,Service Outage,TV,Customer reported poor voice quality issue,Critical,In Progress,,,
COMP-00556,2025-02-25,CUST-8039,West,Slow Internet,Fixed Line,Customer reported call drop issue,High,Closed,2025-02-25,0.0,2.0
COMP-00557,2025-01-19,CUST-1911,West,Call Drop,Broadband,Customer reported sms failure issue,Low,In Progress,,,
COMP-00558,2025-03-23,CUST-1801,North,Slow Internet,Mobile,Customer reported poor voice quality issue,High,Closed,2025-03-26,3.0,5.0
COMP-00559,2025-03-04,CUST-9481,East,Service Outage,Broadband,Customer reported service outage issue,Medium,Closed,2025-03-09,5.0,4.0
COMP-00560,2025-02-03,CUST-6413,East,SMS Failure,TV,Customer reported slow internet issue,Low,Closed,2025-02-15,12.0,3.0
COMP-00561,2025-01-06,CUST-2354,South,Call Drop,TV,Customer reported billing issue issue,Critical,Closed,2025-01-20,14.0,5.0
COMP-00562,2025-03-28,CUST-5973,North,Service Outage,Fixed Line,Customer reported slow internet issue,High,Open,,,
COMP-00563,2025-01-11,CUST-2250,East,No Signal,Fixed Line,Customer reported no signal issue,Medium,In Progress,,,
COMP-00564,2025-01-01,CUST-3138,South,No Signal,Broadband,Customer reported service outage issue,Medium,Closed,2025-01-07,6.0,1.0
COMP-00565,2025-02-16,CUST-2283,East,Billing Issue,Mobile,Customer reported call drop issue,Low,Resolved,,,
COMP-00566,2025-03-28,CUST-4888,South,Slow Internet,Broadband,Customer reported poor voice quality issue,Critical,Closed,2025-04-08,11.0,1.0
COMP-00567,2025-01-31,CUST-3904,Central,Call Drop,Fixed Line,Customer reported sms failure issue,High,Closed,2025-02-13,13.0,5.0
COMP-00568,2025-03-01,CUST-7641,West,Billing Issue,TV,Customer reported billing issue issue,Medium,Closed,2025-03-06,5.0,2.0
COMP-00569,2025-03-16,CUST-5452,North,Slow Internet,Fixed Line,Customer reported call drop issue,Critical,Closed,,,1.0
COMP-00570,2025-01-12,CUST-4593,East,Poor Voice Quality,Mobile,Customer reported billing issue issue,Low,Closed,2025-01-23,11.0,5.0
COMP-00571,2025-02-26,CUST-9440,North,Service Outage,TV,Customer reported billing issue issue,Low,Closed,2025-03-12,14.0,4.0
COMP-00572,2025-03-07,CUST-8852,East,Poor Voice Quality,Fixed Line,Customer reported slow internet issue,Critical,Closed,2025-03-21,14.0,2.0
COMP-00573,2025-03-01,CUST-9412,East,Billing Issue,Broadband,Customer reported slow internet issue,Low,Closed,2025-03-04,3.0,4.0
COMP-00574,2025-03-06,CUST-8495,East,Slow Internet,Mobile,Customer reported slow internet issue,Low,In Progress,,,
COMP-00575,2025-01-29,CUST-6768,Central,Billing Issue,TV,Customer reported no signal issue,Low,Closed,2025-02-05,7.0,5.0
COMP-00576,2025-01-27,CUST-8218,North,Call Drop,Broadband,Customer reported service outage issue,Medium,In Progress,,,
COMP-00577,2025-01-11,CUST-8112,North,Call Drop,TV,Customer reported poor voice quality issue,Critical,Closed,2025-01-11,0.0,5.0
COMP-00578,2025-01-05,CUST-9439,North,Call Drop,Fixed Line,Customer reported poor voice quality issue,Critical,Open,,,
COMP-00579,2025-02-20,CUST-1085,Central,Slow Internet,Mobile,Customer reported billing issue issue,Medium,Closed,2025-03-03,11.0,1.0
COMP-00580,2025-01-25,CUST-6729,East,No Signal,TV,Customer reported call drop issue,Low,Open,,,
COMP-00581,2025-01-23,CUST-3589,North,No Signal,Fixed Line,Customer reported call drop issue,High,Closed,2025-02-02,10.0,1.0
COMP-00582,2025-01-22,CUST-9145,South,Poor Voice Quality,Mobile,Customer reported poor voice quality issue,Medium,Closed,2025-02-04,13.0,2.0
COMP-00583,2025-03-19,CUST-2790,South,Service Outage,TV,Customer reported poor voice quality issue,Low,Closed,,,3.0
COMP-00584,2025-01-16,CUST-1049,South,Slow Internet,Mobile,Customer reported service outage issue,Medium,Closed,2025-01-24,8.0,4.0
COMP-00585,2025-01-07,CUST-9919,West,Billing Issue,Broadband,Customer reported service outage issue,High,Closed,2025-01-08,1.0,3.0
COMP-00586,2025-01-11,CUST-6840,North,SMS Failure,Broadband,Customer reported billing issue issue,Medium,Closed,2025-01-19,8.0,4.0
COMP-00587,2025-01-09,CUST-9789,West,Billing Issue,TV,Customer reported poor voice quality issue,Low,Closed,2025-01-11,2.0,4.0
COMP-00588,2025-01-28,CUST-5746,North,No Signal,Mobile,Customer reported call drop issue,Critical,Resolved,,,
COMP-00589,2025-03-12,CUST-1147,Central,Poor Voice Quality,Fixed Line,Customer reported service outage issue,Critical,Closed,2025-03-16,4.0,4.0
COMP-00590,2025-01-21,CUST-1364,North,Billing Issue,Broadband,Customer reported slow internet issue,Critical,Closed,2025-01-22,1.0,4.0
COMP-00591,2025-03-25,CUST-7967,South,Call Drop,Mobile,Customer reported slow internet issue,Critical,Closed,,,2.0
COMP-00592,2025-03-01,CUST-3196,North,Slow Internet,Mobile,Customer reported sms failure issue,High,In Progress,,,
COMP-00593,2025-01-23,CUST-8645,South,Billing Issue,Broadband,Customer reported call drop issue,Critical,Closed,2025-02-04,12.0,2.0
COMP-00594,2025-02-10,CUST-9098,North,Billing Issue,TV,Customer reported call drop issue,High,Closed,2025-02-11,1.0,4.0
COMP-00595,2025-03-03,CUST-7296,South,Call Drop,Broadband,Customer reported slow internet issue,Medium,Closed,2025-03-13,10.0,4.0
COMP-00596,2025-02-03,CUST-2508,East,Billing Issue,TV,Customer reported slow internet issue,Low,Closed,2025-02-11,8.0,3.0
COMP-00597,2025-02-27,CUST-6273,South,Slow Internet,Broadband,Customer reported slow internet issue,Low,Closed,2025-02-27,0.0,3.0
COMP-00598,2025-02-18,CUST-6876,Central,Poor Voice Quality,Mobile,Customer reported no signal issue,Low,Resolved,,,
COMP-00599,2025-02-10,CUST-4011,West,Service Outage,Fixed Line,Customer reported sms failure issue,Critical,Closed,2025-02-12,2.0,5.0
COMP-00600,2025-02-25,CUST-5674,West,Billing Issue,Mobile,Customer reported poor voice quality issue,Low,Closed,2025-03-06,9.0,5.0
COMP-00601,2025-03-01,CUST-4024,West,Poor Voice Quality,Mobile,Customer reported poor voice quality issue,High,Closed,2025-03-15,14.0,3.0
COMP-00602,2025-02-10,CUST-4782,South,No Signal,TV,Customer reported poor voice quality issue,Low,Closed,2025-02-17,7.0,3.0
COMP-00603,2025-01-14,CUST-4239,North,SMS Failure,TV,Customer reported slow internet issue,Critical,Closed,2025-01-23,9.0,3.0
COMP-00604,2025-03-26,CUST-2226,South,No Signal,Broadband,Customer reported service outage issue,High,Closed,2025-03-30,4.0,4.0
COMP-00605,2025-01-31,CUST-6336,North,Slow Internet,Mobile,Customer reported billing issue issue,Medium,Closed,2025-02-05,5.0,3.0
COMP-00606,2025-02-21,CUST-8654,South,Service Outage,Fixed Line,Customer reported call drop issue,Critical,Closed,2025-03-04,11.0,3.0
COMP-00607,2025-03-15,CUST-3921,Central,No Signal,Broadband,Customer reported poor voice quality issue,Low,Closed,2025-03-20,5.0,4.0
COMP-00608,2025-01-14,CUST-9400,Central,SMS Failure,Mobile,Customer reported no signal issue,Medium,Closed,2025-01-27,13.0,2.0
COMP-00609,2025-02-27,CUST-5393,Central,Poor Voice Quality,Fixed Line,Customer reported no signal issue,Critical,Closed,2025-03-01,2.0,3.0
COMP-00610,2025-01-24,CUST-2431,South,Poor Voice Quality,Fixed Line,Customer reported poor voice quality issue,Low,Closed,2025-02-01,8.0,4.0
COMP-00611,2025-01-08,CUST-4373,South,Billing Issue,Mobile,Customer reported billing issue issue,Low,In Progress,,,
COMP-00612,2025-03-21,CUST-2037,East,No Signal,Mobile,Customer reported service outage issue,Low,Closed,,,5.0
COMP-00613,2025-03-19,CUST-4041,South,SMS Failure,TV,Customer reported slow internet issue,Low,Closed,2025-03-21,2.0,1.0
COMP-00614,2025-02-19,CUST-6586,North,Poor Voice Quality,Fixed Line,Customer reported service outage issue,Medium,Closed,2025-02-20,1.0,1.0
COMP-00615,2025-01-26,CUST-1096,East,Call Drop,TV,Customer reported sms failure issue,Low,Resolved,,,
COMP-00616,2025-02-14,CUST-9399,East,Billing Issue,TV,Customer reported billing issue issue,Critical,Closed,2025-02-26,12.0,3.0
COMP-00617,2025-02-03,CUST-7529,East,No Signal,Broadband,Customer reported call drop issue,Critical,Closed,2025-02-07,4.0,3.0
COMP-00618,2025-03-04,CUST-4589,Central,SMS Failure,TV,Customer reported poor voice quality issue,Critical,Closed,2025-03-17,13.0,5.0
COMP-00619,2025-03-08,CUST-1734,West,Service Outage,Mobile,Customer reported billing issue issue,Medium,Closed,2025-03-22,14.0,4.0
COMP-00620,2025-02-12,CUST-1854,Central,Billing Issue,TV,Customer reported sms failure issue,High,Closed,2025-02-26,14.0,3.0
COMP-00621,2025-01-16,CUST-9287,West,Slow Internet,Mobile,Customer reported billing issue issue,Low,Closed,2025-01-21,5.0,4.0
COMP-00622,2025-01-12,CUST-1989,West,Poor Voice Quality,Fixed Line,Customer reported sms failure issue,High,Closed,2025-01-12,0.0,5.0
COMP-00623,2025-01-21,CUST-9602,North,Call Drop,Fixed Line,Customer reported no signal issue,Medium,Closed,2025-01-24,3.0,3.0
COMP-00624,2025-03-11,CUST-6313,West,Poor Voice Quality,Fixed Line,Customer reported no signal issue,Critical,Resolved,,,
COMP-00625,2025-01-10,CUST-6499,South,SMS Failure,Broadband,Customer reported billing issue issue,Critical,Open,,,
COMP-00626,2025-01-23,CUST-2176,East,Poor Voice Quality,Mobile,Customer reported call drop issue,Medium,Resolved,,,
COMP-00627,2025-03-01,CUST-1963,Central,SMS Failure,Broadband,Customer reported call drop issue,High,Closed,2025-03-01,0.0,4.0
COMP-00628,2025-02-15,CUST-6533,South,Billing Issue,TV,Customer reported sms failure issue,Critical,Closed,2025-03-01,14.0,5.0
COMP-00629,2025-03-07,CUST-1746,East,Call Drop,Fixed Line,Customer reported no signal issue,High,Closed,2025-03-17,10.0,2.0
COMP-00630,2025-03-06,CUST-5883,East,Poor Voice Quality,TV,Customer reported no signal issue,Medium,Closed,2025-03-08,2.0,5.0
COMP-00631,2025-02-27,CUST-3529,East,Slow Internet,Fixed Line,Customer reported slow internet issue,Medium,Closed,2025-03-10,11.0,3.0
COMP-00632,2025-02-12,CUST-1754,South,Call Drop,Broadband,Customer reported slow internet issue,Critical,Closed,,,4.0
COMP-00633,2025-01-08,CUST-5574,Central,Slow Internet,Mobile,Customer reported poor voice quality issue,High,Closed,2025-01-16,8.0,1.0
COMP-00634,2025-02-06,CUST-8036,South,No Signal,TV,Customer reported billing issue issue,Low,Closed,2025-02-07,1.0,3.0
COMP-00635,2025-01-09,CUST-8522,Central,Service Outage,Fixed Line,Customer reported sms failure issue,High,Resolved,,,
COMP-00636,2025-01-05,CUST-7329,Central,Call Drop,Mobile,Customer reported poor voice quality issue,Low,Closed,2025-01-17,12.0,1.0
COMP-00637,2025-02-16,CUST-7934,East,SMS Failure,TV,Customer reported service outage issue,Low,Closed,2025-02-23,7.0,3.0
COMP-00638,2025-01-06,CUST-1374,North,Service Outage,Fixed Line,Customer reported sms failure issue,Medium,Closed,2025-01-14,8.0,3.0
COMP-00639,2025-02-27,CUST-3152,North,No Signal,Broadband,Customer reported poor voice quality issue,High,Closed,2025-03-04,5.0,4.0
COMP-00640,2025-03-18,CUST-9734,East,Call Drop,TV,Customer reported billing issue issue,Low,Closed,2025-03-20,2.0,2.0
COMP-00641,2025-01-25,CUST-3817,South,SMS Failure,Mobile,Customer reported no signal issue,Low,Resolved,,,
COMP-00642,2025-01-15,CUST-3055,West,SMS Failure,Mobile,Customer reported service outage issue,Low,Closed,2025-01-22,7.0,3.0
COMP-00643,2025-02-20,CUST-7996,East,Service Outage,TV,Customer reported poor voice quality issue,Medium,Closed,,,5.0
COMP-00644,2025-02-19,CUST-4793,East,Slow Internet,Broadband,Customer reported call drop issue,High,Closed,2025-02-28,9.0,2.0
COMP-00645,2025-01-20,CUST-9816,West,Slow Internet,TV,Customer reported service outage issue,Critical,Closed,2025-01-26,6.0,4.0
COMP-00646,2025-01-27,CUST-7715,West,Billing Issue,Broadband,Customer reported slow internet issue,Critical,Closed,,,1.0
COMP-00647,2025-01-20,CUST-9636,West,Poor Voice Quality,Broadband,Customer reported poor voice quality issue,Low,Closed,2025-01-24,4.0,5.0
COMP-00648,2025-01-12,CUST-8103,Central,Slow Internet,TV,Customer reported poor voice quality issue,High,Closed,2025-01-14,2.0,2.0
COMP-00649,2025-03-03,CUST-2785,North,Poor Voice Quality,Mobile,Customer reported call drop issue,Low,Closed,2025-03-14,11.0,5.0
COMP-00650,2025-01-03,CUST-3036,East,No Signal,Fixed Line,Customer reported sms failure issue,High,Closed,2025-01-13,10.0,4.0
COMP-00651,2025-02-13,CUST-6727,North,Service Outage,Mobile,Customer reported no signal issue,Medium,Closed,2025-02-21,8.0,1.0
COMP-00652,2025-02-19,CUST-9387,West,Service Outage,Fixed Line,Customer reported slow internet issue,Medium,Open,,,
COMP-00653,2025-01-07,CUST-4419,South,Billing Issue,TV,Customer reported poor voice quality issue,High,Resolved,,,
COMP-00654,2025-01-09,CUST-5511,Central,SMS Failure,TV,Customer reported no signal issue,Medium,Closed,,,2.0
COMP-00655,2025-02-07,CUST-2390,South,Billing Issue,Fixed Line,Customer reported slow internet issue,Low,Closed,,,5.0
COMP-00656,2025-03-17,CUST-3039,Central,No Signal,Broadband,Customer reported call drop issue,High,In Progress,,,
COMP-00657,2025-01-01,CUST-8449,North,Poor Voice Quality,Broadband,Customer reported call drop issue,Critical,Closed,2025-01-06,5.0,3.0
COMP-00658,2025-03-19,CUST-9010,Central,Poor Voice Quality,Mobile,Customer reported billing issue issue,High,Closed,2025-03-27,8.0,1.0
COMP-00659,2025-02-13,CUST-6574,West,Poor Voice Quality,Broadband,Customer reported no signal issue,Low,Closed,2025-02-21,8.0,2.0
COMP-00660,2025-01-22,CUST-4099,East,Billing Issue,Broadband,Customer reported billing issue issue,High,Closed,2025-01-26,4.0,1.0
COMP-00661,2025-02-05,CUST-4591,West,Slow Internet,Mobile,Customer reported call drop issue,High,Closed,2025-02-19,14.0,2.0
COMP-00662,2025-03-14,CUST-7044,Central,Slow Internet,Mobile,Customer reported poor voice quality issue,Critical,Closed,2025-03-24,10.0,1.0
COMP-00663,2025-01-17,CUST-5330,North,Slow Internet,TV,Customer reported sms failure issue,High,Closed,2025-01-18,1.0,1.0
COMP-00664,2025-03-17,CUST-2864,South,No Signal,Broadband,Customer reported slow internet issue,Critical,In Progress,,,
COMP-00665,2025-03-02,CUST-4892,West,Billing Issue,Broadband,Customer reported call drop issue,Critical,Closed,2025-03-12,10.0,1.0
COMP-00666,2025-02-15,CUST-1174,South,Call Drop,Broadband,Customer reported service outage issue,Medium,Closed,2025-02-19,4.0,1.0
COMP-00667,2025-02-09,CUST-6869,Central,SMS Failure,Broadband,Customer reported call drop issue,Low,Closed,2025-02-13,4.0,3.0
COMP-00668,2025-01-10,CUST-6115,West,Call Drop,Broadband,Customer reported billing issue issue,Medium,Closed,2025-01-16,6.0,5.0
COMP-00669,2025-02-06,CUST-4273,Central,Service Outage,Fixed Line,Customer reported poor voice quality issue,High,Closed,2025-02-15,9.0,1.0
COMP-00670,2025-01-08,CUST-1312,South,No Signal,Broadband,Customer reported call drop issue,Medium,Closed,,,4.0
COMP-00671,2025-01-22,CUST-4716,North,Poor Voice Quality,Broadband,Customer reported no signal issue,Critical,Open,,,
COMP-00672,2025-01-09,CUST-7355,South,No Signal,Fixed Line,Customer reported billing issue issue,High,Closed,2025-01-11,2.0,5.0
COMP-00673,2025-03-06,CUST-5181,South,Service Outage,Broadband,Customer reported sms failure issue,Low,Closed,2025-03-11,5.0,2.0
COMP-00674,2025-03-13,CUST-3428,South,SMS Failure,Fixed Line,Customer reported poor voice quality issue,Low,Closed,2025-03-27,14.0,2.0
COMP-00675,2025-01-13,CUST-5334,South,Service Outage,Mobile,Customer reported call drop issue,Critical,Closed,2025-01-15,2.0,3.0
COMP-00676,2025-02-04,CUST-2484,West,SMS Failure,Fixed Line,Customer reported poor voice quality issue,High,Closed,2025-02-08,4.0,4.0
COMP-00677,2025-03-11,CUST-8103,East,Poor Voice Quality,Fixed Line,Customer reported sms failure issue,Critical,Closed,,,1.0
COMP-00678,2025-03-04,CUST-2416,North,Billing Issue,Fixed Line,Customer reported billing issue issue,Critical,Closed,2025-03-07,3.0,5.0
COMP-00679,2025-03-22,CUST-8364,West,SMS Failure,Broadband,Customer reported poor voice quality issue,High,Closed,2025-04-05,14.0,3.0
COMP-00680,2025-01-05,CUST-8022,West,Call Drop,Mobile,Customer reported poor voice quality issue,Low,Closed,2025-01-05,0.0,1.0
COMP-00681,2025-03-14,CUST-5902,Central,SMS Failure,TV,Customer reported call drop issue,High,Closed,2025-03-24,10.0,5.0
COMP-00682,2025-02-10,CUST-1746,West,Poor Voice Quality,Fixed Line,Customer reported poor voice quality issue,High,Closed,2025-02-21,11.0,5.0
COMP-00683,2025-02-20,CUST-7323,North,Poor Voice Quality,Fixed Line,Customer reported billing issue issue,Critical,In Progress,,,
COMP-00684,2025-01-18,CUST-9107,North,SMS Failure,Fixed Line,Customer reported call drop issue,Medium,Closed,2025-01-18,0.0,5.0
COMP-00685,2025-03-21,CUST-1648,East,SMS Failure,Broadband,Customer reported no signal issue,Low,Closed,2025-04-01,11.0,5.0
COMP-00686,2025-03-03,CUST-6771,North,Service Outage,TV,Customer reported service outage issue,Low,Closed,2025-03-04,1.0,5.0
COMP-00687,2025-02-06,CUST-6194,West,No Signal,Broadband,Customer reported billing issue issue,Critical,Closed,2025-02-20,14.0,2.0
COMP-00688,2025-03-30,CUST-5368,East,Poor Voice Quality,Broadband,Customer reported slow internet issue,Critical,Closed,2025-04-07,8.0,1.0
COMP-00689,2025-02-03,CUST-4829,South,Service Outage,Broadband,Customer reported slow internet issue,Critical,Closed,2025-02-03,0.0,4.0
COMP-00690,2025-01-06,CUST-5544,West,Billing Issue,Mobile,Customer reported service outage issue,Medium,Closed,2025-01-09,3.0,1.0
COMP-00691,2025-02-15,CUST-9564,South,No Signal,TV,Customer reported no signal issue,Medium,Closed,2025-02-21,6.0,4.0
COMP-00692,2025-02-11,CUST-8470,East,Billing Issue,Broadband,Customer reported service outage issue,Critical,Closed,2025-02-16,5.0,2.0
COMP-00693,2025-01-12,CUST-7463,Central,SMS Failure,Mobile,Customer reported sms failure issue,Critical,Closed,2025-01-22,10.0,3.0
COMP-00694,2025-03-22,CUST-4898,North,Service Outage,TV,Customer reported sms failure issue,Low,Resolved,,,
COMP-00695,2025-03-13,CUST-3492,East,SMS Failure,Broadband,Customer reported slow internet issue,Low,Closed,2025-03-18,5.0,4.0
COMP-00696,2025-02-28,CUST-9034,West,Poor Voice Quality,Broadband,Customer reported service outage issue,Low,Closed,2025-03-10,10.0,4.0
COMP-00697,2025-02-03,CUST-7741,North,Slow Internet,Fixed Line,Customer reported sms failure issue,High,Closed,2025-02-06,3.0,5.0
COMP-00698,2025-03-19,CUST-9962,Central,No Signal,Broadband,Customer reported billing issue issue,Critical,In Progress,,,
COMP-00699,2025-03-18,CUST-2864,South,Billing Issue,Fixed Line,Customer reported poor voice quality issue,Medium,Resolved,,,
COMP-00700,2025-02-13,CUST-6362,South,Slow Internet,Mobile,Customer reported sms failure issue,Low,Closed,2025-02-24,11.0,1.0
COMP-00701,2025-02-06,CUST-1460,South,Service Outage,Broadband,Customer reported billing issue issue,Low,Closed,2025-02-20,14.0,4.0
COMP-00702,2025-03-04,CUST-5459,South,No Signal,Broadband,Customer reported service outage issue,Low,Closed,2025-03-06,2.0,4.0
COMP-00703,2025-03-07,CUST-3229,East,Service Outage,Fixed Line,Customer reported sms failure issue,High,Closed,2025-03-21,14.0,4.0
COMP-00704,2025-03-24,CUST-2961,East,Billing Issue,Broadband,Customer reported no signal issue,High,Resolved,,,
COMP-00705,2025-02-20,CUST-1627,East,Call Drop,Mobile,Customer reported poor voice quality issue,Medium,Closed,2025-02-25,5.0,1.0
COMP-00706,2025-02-07,CUST-6705,South,No Signal,Fixed Line,Customer reported billing issue issue,Medium,Closed,2025-02-12,5.0,4.0
COMP-00707,2025-03-05,CUST-9152,Central,Poor Voice Quality,Mobile,Customer reported billing issue issue,Low,Closed,2025-03-10,5.0,1.0
COMP-00708,2025-02-23,CUST-6029,Central,Service Outage,Fixed Line,Customer reported poor voice quality issue,Medium,Closed,2025-03-07,12.0,5.0
COMP-00709,2025-03-19,CUST-1893,Central,SMS Failure,Mobile,Customer reported call drop issue,High,Closed,2025-03-19,0.0,3.0
COMP-00710,2025-03-11,CUST-9842,Central,No Signal,Broadband,Customer reported slow internet issue,High,Closed,2025-03-15,4.0,2.0
COMP-00711,2025-03-04,CUST-6504,North,No Signal,TV,Customer reported billing issue issue,High,Closed,,,4.0
COMP-00712,2025-01-01,CUST-6463,North,Service Outage,Broadband,Customer reported billing issue issue,Critical,Closed,2025-01-11,10.0,3.0
COMP-00713,2025-03-14,CUST-9532,Central,Billing Issue,TV,Customer reported slow internet issue,Medium,Closed,,,4.0
COMP-00714,2025-01-07,CUST-3310,North,Poor Voice Quality,Broadband,Customer reported slow internet issue,Low,Closed,2025-01-18,11.0,3.0
COMP-00715,2025-01-25,CUST-8694,East,Service Outage,Fixed Line,Customer reported sms failure issue,High,Closed,2025-01-26,1.0,1.0
COMP-00716,2025-02-15,CUST-2589,Central,Call Drop,Broadband,Customer reported call drop issue,Low,Closed,2025-02-17,2.0,4.0
COMP-00717,2025-01-27,CUST-1819,East,Service Outage,TV,Customer reported slow internet issue,Critical,Closed,2025-01-30,3.0,5.0
COMP-00718,2025-02-11,CUST-2169,North,Slow Internet,TV,Customer reported call drop issue,High,Closed,2025-02-21,10.0,5.0
COMP-00719,2025-02-15,CUST-2771,Central,Slow Internet,Mobile,Customer reported no signal issue,Medium,Closed,,,3.0
COMP-00720,2025-01-30,CUST-2578,East,No Signal,TV,Customer reported service outage issue,Critical,Closed,2025-01-30,0.0,5.0
COMP-00721,2025-01-28,CUST-4738,North,Call Drop,Broadband,Customer reported call drop issue,High,Closed,2025-02-11,14.0,2.0
COMP-00722,2025-02-14,CUST-5733,South,Call Drop,TV,Customer reported sms failure issue,High,Closed,2025-02-22,8.0,5.0
COMP-00723,2025-01-01,CUST-9399,East,Poor Voice Quality,Mobile,Customer reported service outage issue,Critical,Open,,,
COMP-00724,2025-01-10,CUST-3580,West,No Signal,TV,Customer reported poor voice quality issue,Critical,Closed,2025-01-13,3.0,3.0
COMP-00725,2025-01-02,CUST-7960,Central,Call Drop,Fixed Line,Customer reported poor voice quality issue,Critical,Closed,2025-01-06,4.0,5.0
COMP-00726,2025-01-21,CUST-5384,North,Poor Voice Quality,TV,Customer reported poor voice quality issue,High,Closed,2025-01-24,3.0,5.0
COMP-00727,2025-01-06,CUST-8732,East,Service Outage,Broadband,Customer reported no signal issue,High,Closed,2025-01-07,1.0,1.0
COMP-00728,2025-03-24,CUST-8951,Central,Billing Issue,Mobile,Customer reported no signal issue,Critical,Closed,2025-04-05,12.0,4.0
COMP-00729,2025-01-10,CUST-2553,South,Call Drop,TV,Customer reported poor voice quality issue,Medium,Closed,2025-01-11,1.0,2.0
COMP-00730,2025-03-11,CUST-6790,Central,Call Drop,TV,Customer reported no signal issue,Medium,Closed,2025-03-14,3.0,3.0
COMP-00731,2025-02-26,CUST-5059,West,Slow Internet,Fixed Line,Customer reported slow internet issue,High,Open,,,
